id,country_id,season,stage,date,hometeam_id,awayteam_id,home_goal,away_goal
11485,10257,2011/2012,17,2012-01-07T00:00:00.000Z,8551,8543,4,0
11486,10257,2011/2012,17,2012-01-08T00:00:00.000Z,8600,9880,4,1
11487,10257,2011/2012,18,2012-02-08T00:00:00.000Z,8530,8686,1,1
11488,10257,2011/2012,18,2012-01-15T00:00:00.000Z,9880,6269,3,1
11489,10257,2011/2012,18,2012-01-15T00:00:00.000Z,8533,8540,1,0
11490,10257,2011/2012,18,2012-01-15T00:00:00.000Z,8535,9888,0,1
11491,10257,2011/2012,18,2012-01-15T00:00:00.000Z,10233,8600,3,2
11492,10257,2011/2012,18,2012-01-15T00:00:00.000Z,9885,8529,1,1
11493,10257,2011/2012,18,2012-01-15T00:00:00.000Z,8543,8524,2,0
11494,10257,2011/2012,18,2012-01-15T00:00:00.000Z,8564,8636,0,1
11495,10257,2011/2012,18,2012-01-16T00:00:00.000Z,9875,9857,1,1
11496,10257,2011/2012,18,2012-01-15T00:00:00.000Z,10167,8551,3,1
11497,10257,2011/2012,19,2012-01-21T00:00:00.000Z,8524,9885,0,2
11498,10257,2011/2012,19,2012-01-22T00:00:00.000Z,9857,10167,0,0
11499,10257,2011/2012,19,2012-01-22T00:00:00.000Z,8529,8535,0,0
11500,10257,2011/2012,19,2012-01-22T00:00:00.000Z,8636,8543,2,1
11501,10257,2011/2012,19,2012-01-22T00:00:00.000Z,9888,8533,2,2
11502,10257,2011/2012,19,2012-01-22T00:00:00.000Z,6269,8564,0,3
11503,10257,2011/2012,19,2012-01-22T00:00:00.000Z,8540,10233,5,3
11504,10257,2011/2012,19,2012-01-21T00:00:00.000Z,8686,9880,5,1
11505,10257,2011/2012,19,2012-01-22T00:00:00.000Z,8551,9875,1,1
11506,10257,2011/2012,19,2012-01-22T00:00:00.000Z,8600,8530,2,1
11507,10257,2011/2012,2,2011-09-11T00:00:00.000Z,8530,8551,0,0
11508,10257,2011/2012,2,2011-09-10T00:00:00.000Z,9880,9875,1,3
11509,10257,2011/2012,2,2011-09-11T00:00:00.000Z,8533,6269,2,2
11510,10257,2011/2012,2,2011-09-11T00:00:00.000Z,8535,9857,2,0
11511,10257,2011/2012,2,2011-09-11T00:00:00.000Z,10233,8524,2,2
11512,10257,2011/2012,2,2011-09-11T00:00:00.000Z,9885,10167,4,1
11513,10257,2011/2012,2,2011-09-11T00:00:00.000Z,9888,8600,0,2
11514,10257,2011/2012,2,2011-09-09T00:00:00.000Z,8564,8543,2,2
11515,10257,2011/2012,2,2011-09-11T00:00:00.000Z,8540,8636,4,3
11516,10257,2011/2012,2,2011-09-11T00:00:00.000Z,8686,8529,1,2
11517,10257,2011/2012,20,2012-01-29T00:00:00.000Z,9880,8524,0,1
11518,10257,2011/2012,20,2012-01-29T00:00:00.000Z,8686,9857,1,1
11519,10257,2011/2012,20,2012-01-29T00:00:00.000Z,8564,8529,3,0
11520,10257,2011/2012,20,2012-01-29T00:00:00.000Z,9888,8636,1,0
11521,10257,2011/2012,20,2012-01-29T00:00:00.000Z,8533,8543,0,3
11522,10257,2011/2012,20,2012-01-29T00:00:00.000Z,10233,9875,3,2
11523,10257,2011/2012,20,2012-01-29T00:00:00.000Z,8540,6269,2,0
11524,10257,2011/2012,20,2012-01-28T00:00:00.000Z,8530,10167,1,1
11525,10257,2011/2012,20,2012-01-29T00:00:00.000Z,8535,8551,2,1
11526,10257,2011/2012,20,2012-01-28T00:00:00.000Z,9885,8600,2,1
11527,10257,2011/2012,21,2012-02-22T00:00:00.000Z,8551,8530,0,1
11528,10257,2011/2012,21,2012-02-01T00:00:00.000Z,9875,9880,0,0
11529,10257,2011/2012,21,2012-02-02T00:00:00.000Z,6269,8533,1,2
11530,10257,2011/2012,21,2012-02-21T00:00:00.000Z,9857,8535,2,0
11531,10257,2011/2012,21,2012-02-15T00:00:00.000Z,8524,10233,1,0
11532,10257,2011/2012,21,2012-02-15T00:00:00.000Z,10167,9885,0,0
11533,10257,2011/2012,21,2012-02-01T00:00:00.000Z,8600,9888,2,1
11534,10257,2011/2012,21,2012-02-01T00:00:00.000Z,8543,8564,2,0
11535,10257,2011/2012,21,2012-02-01T00:00:00.000Z,8636,8540,4,4
11536,10257,2011/2012,21,2012-02-01T00:00:00.000Z,8529,8686,4,2
11537,10257,2011/2012,22,2012-02-05T00:00:00.000Z,8540,8524,2,1
11538,10257,2011/2012,22,2012-02-05T00:00:00.000Z,9888,9857,0,0
11539,10257,2011/2012,22,2012-02-05T00:00:00.000Z,6269,8529,0,0
11540,10257,2011/2012,22,2012-02-05T00:00:00.000Z,8686,8636,4,0
11541,10257,2011/2012,22,2012-02-05T00:00:00.000Z,10233,8543,3,2
11542,10257,2011/2012,22,2012-02-05T00:00:00.000Z,8564,9875,0,0
11543,10257,2011/2012,22,2012-02-05T00:00:00.000Z,8533,10167,1,2
11544,10257,2011/2012,22,2012-02-05T00:00:00.000Z,9885,8551,0,0
11545,10257,2011/2012,22,2012-02-05T00:00:00.000Z,8535,8600,3,2
11546,10257,2011/2012,23,2012-02-09T00:00:00.000Z,8543,9880,3,2
11547,10257,2011/2012,23,2012-02-13T00:00:00.000Z,9875,8533,2,0
11548,10257,2011/2012,23,2012-02-12T00:00:00.000Z,8530,10233,4,0
11549,10257,2011/2012,23,2012-02-12T00:00:00.000Z,8524,9888,0,0
11550,10257,2011/2012,23,2012-02-11T00:00:00.000Z,8600,8564,1,2
11551,10257,2011/2012,23,2012-02-12T00:00:00.000Z,8636,6269,0,1
11552,10257,2011/2012,23,2012-02-11T00:00:00.000Z,8529,8540,2,1
11553,10257,2011/2012,23,2012-02-13T00:00:00.000Z,8551,8686,1,0
11554,10257,2011/2012,24,2012-02-19T00:00:00.000Z,6269,8524,0,0
11555,10257,2011/2012,24,2012-02-17T00:00:00.000Z,8636,9857,0,3
11556,10257,2011/2012,24,2012-02-19T00:00:00.000Z,8600,8529,0,0
11557,10257,2011/2012,24,2012-02-18T00:00:00.000Z,9885,8530,3,1
11558,10257,2011/2012,24,2012-02-19T00:00:00.000Z,10233,8533,0,1
11559,10257,2011/2012,24,2012-02-19T00:00:00.000Z,8540,8543,5,1
11560,10257,2011/2012,24,2012-02-19T00:00:00.000Z,9880,8564,1,3
11561,10257,2011/2012,24,2012-02-17T00:00:00.000Z,8535,9875,0,3
11562,10257,2011/2012,24,2012-02-19T00:00:00.000Z,8686,10167,1,0
11563,10257,2011/2012,24,2012-02-19T00:00:00.000Z,9888,8551,4,1
11564,10257,2011/2012,25,2012-02-26T00:00:00.000Z,8533,9880,1,0
11565,10257,2011/2012,25,2012-02-26T00:00:00.000Z,8543,8535,1,0
11566,10257,2011/2012,25,2012-02-26T00:00:00.000Z,9875,8636,1,0
11567,10257,2011/2012,25,2012-02-25T00:00:00.000Z,8564,9885,1,1
11568,10257,2011/2012,25,2012-02-26T00:00:00.000Z,8529,9888,1,2
11569,10257,2011/2012,25,2012-02-26T00:00:00.000Z,8530,6269,3,1
11570,10257,2011/2012,25,2012-02-26T00:00:00.000Z,8551,8540,4,1
11571,10257,2011/2012,25,2012-02-25T00:00:00.000Z,10233,10167,2,2
11572,10257,2011/2012,25,2012-02-26T00:00:00.000Z,8524,8686,4,1
11573,10257,2011/2012,25,2012-02-26T00:00:00.000Z,9857,8600,1,3
11574,10257,2011/2012,26,2012-03-03T00:00:00.000Z,9885,8533,1,1
11575,10257,2011/2012,26,2012-03-03T00:00:00.000Z,8540,8564,0,4
11576,10257,2011/2012,26,2012-03-04T00:00:00.000Z,10167,9875,1,2
11577,10257,2011/2012,27,2012-03-09T00:00:00.000Z,9875,8529,6,3
11578,10257,2011/2012,27,2012-03-09T00:00:00.000Z,8533,8636,0,2
11579,10257,2011/2012,27,2012-03-10T00:00:00.000Z,8540,8686,0,1
11580,10257,2011/2012,28,2012-03-18T00:00:00.000Z,8636,8524,0,0
11581,10257,2011/2012,28,2012-03-18T00:00:00.000Z,8529,9880,3,0
11582,10257,2011/2012,28,2012-03-18T00:00:00.000Z,9857,8533,2,2
11583,10257,2011/2012,28,2012-03-19T00:00:00.000Z,8686,10233,1,0
11584,10257,2011/2012,28,2012-03-17T00:00:00.000Z,8535,9885,0,5
11585,10257,2011/2012,28,2012-03-18T00:00:00.000Z,8530,8543,1,0
11586,10257,2011/2012,28,2012-03-17T00:00:00.000Z,10167,8564,0,2
11587,10257,2011/2012,28,2012-03-18T00:00:00.000Z,8600,9875,2,2
11588,10257,2011/2012,28,2012-03-18T00:00:00.000Z,8551,6269,0,2
11589,10257,2011/2012,28,2012-03-18T00:00:00.000Z,9888,8540,1,1
11590,10257,2011/2012,29,2012-03-25T00:00:00.000Z,8524,9857,2,0
11591,10257,2011/2012,29,2012-03-25T00:00:00.000Z,8543,8529,1,0
11592,10257,2011/2012,29,2012-03-25T00:00:00.000Z,10233,8535,2,2
11593,10257,2011/2012,29,2012-03-25T00:00:00.000Z,9885,8636,2,0
11594,10257,2011/2012,29,2012-03-25T00:00:00.000Z,6269,9888,0,0
11595,10257,2011/2012,29,2012-03-25T00:00:00.000Z,9880,10167,2,2
11596,10257,2011/2012,29,2012-03-24T00:00:00.000Z,8564,8686,2,1
11597,10257,2011/2012,29,2012-03-25T00:00:00.000Z,8533,8551,1,1
11598,10257,2011/2012,29,2012-03-24T00:00:00.000Z,8540,8600,1,1
11599,10257,2011/2012,3,2011-09-18T00:00:00.000Z,8524,8540,1,0
11600,10257,2011/2012,3,2011-09-18T00:00:00.000Z,9857,9888,0,2
11601,10257,2011/2012,3,2011-09-17T00:00:00.000Z,8529,6269,2,1
11602,10257,2011/2012,3,2011-09-18T00:00:00.000Z,8530,9880,1,0
11603,10257,2011/2012,3,2011-09-17T00:00:00.000Z,8636,8686,0,0
11604,10257,2011/2012,3,2011-09-18T00:00:00.000Z,8543,10233,1,2
11605,10257,2011/2012,3,2011-09-18T00:00:00.000Z,9875,8564,3,1
11606,10257,2011/2012,3,2011-09-18T00:00:00.000Z,10167,8533,2,1
11607,10257,2011/2012,3,2011-09-18T00:00:00.000Z,8551,9885,0,1
11608,10257,2011/2012,3,2011-09-18T00:00:00.000Z,8600,8535,2,0
11609,10257,2011/2012,30,2012-04-01T00:00:00.000Z,8636,10233,5,4
11610,10257,2011/2012,30,2012-03-31T00:00:00.000Z,10167,8543,3,1
11611,10257,2011/2012,30,2012-03-31T00:00:00.000Z,8530,8564,1,1
11612,10257,2011/2012,30,2012-04-01T00:00:00.000Z,8686,6269,5,2
11613,10257,2011/2012,30,2012-04-01T00:00:00.000Z,9857,8540,1,3
11614,10257,2011/2012,30,2012-04-01T00:00:00.000Z,8551,8600,1,0
11615,10257,2011/2012,31,2012-04-07T00:00:00.000Z,9880,9857,0,0
11616,10257,2011/2012,31,2012-04-07T00:00:00.000Z,8533,8530,3,2
11617,10257,2011/2012,31,2012-04-07T00:00:00.000Z,8564,8535,1,2
11618,10257,2011/2012,31,2012-04-07T00:00:00.000Z,6269,10233,1,1
11619,10257,2011/2012,31,2012-04-07T00:00:00.000Z,8529,8636,2,2
11620,10257,2011/2012,31,2012-04-07T00:00:00.000Z,8540,9885,0,2
11621,10257,2011/2012,31,2012-04-07T00:00:00.000Z,8543,9875,3,1
11622,10257,2011/2012,31,2012-04-07T00:00:00.000Z,8600,10167,3,1
11623,10257,2011/2012,31,2012-04-07T00:00:00.000Z,9888,8686,4,2
11624,10257,2011/2012,31,2012-04-07T00:00:00.000Z,8524,8551,1,2
11625,10257,2011/2012,32,2012-04-11T00:00:00.000Z,9875,8524,1,3
11626,10257,2011/2012,32,2012-04-12T00:00:00.000Z,9857,8529,1,0
11627,10257,2011/2012,32,2012-04-11T00:00:00.000Z,10233,9880,1,1
11628,10257,2011/2012,32,2012-04-11T00:00:00.000Z,9885,8543,2,1
11629,10257,2011/2012,32,2012-04-11T00:00:00.000Z,8530,9888,1,2
11630,10257,2011/2012,32,2012-04-10T00:00:00.000Z,8533,8564,0,1
11631,10257,2011/2012,32,2012-04-11T00:00:00.000Z,10167,6269,2,0
11632,10257,2011/2012,32,2012-04-11T00:00:00.000Z,8535,8540,0,0
11633,10257,2011/2012,32,2012-04-11T00:00:00.000Z,8636,8551,2,1
11634,10257,2011/2012,32,2012-04-11T00:00:00.000Z,8686,8600,3,1
11635,10257,2011/2012,33,2012-04-25T00:00:00.000Z,8551,9857,1,1
11636,10257,2011/2012,33,2012-04-24T00:00:00.000Z,8529,8530,3,0
11637,10257,2011/2012,33,2012-04-24T00:00:00.000Z,8524,8533,1,0
11638,10257,2011/2012,33,2012-04-25T00:00:00.000Z,8686,8535,1,2
11639,10257,2011/2012,33,2012-04-25T00:00:00.000Z,8564,10233,1,0
11640,10257,2011/2012,33,2012-04-25T00:00:00.000Z,8600,8636,1,3
11641,10257,2011/2012,33,2012-04-25T00:00:00.000Z,9880,9885,0,1
11642,10257,2011/2012,33,2012-04-25T00:00:00.000Z,6269,8543,2,1
11643,10257,2011/2012,33,2012-04-25T00:00:00.000Z,9888,9875,0,2
11644,10257,2011/2012,33,2012-04-25T00:00:00.000Z,8540,10167,1,2
11645,10257,2011/2012,34,2012-04-21T00:00:00.000Z,8530,8524,2,0
11646,10257,2011/2012,34,2012-04-22T00:00:00.000Z,8564,9857,1,1
11647,10257,2011/2012,34,2012-04-21T00:00:00.000Z,10167,8529,3,0
11648,10257,2011/2012,34,2012-04-22T00:00:00.000Z,8535,8636,0,0
11649,10257,2011/2012,34,2012-04-22T00:00:00.000Z,8543,9888,1,1
11650,10257,2011/2012,34,2012-04-21T00:00:00.000Z,9875,6269,2,0
11651,10257,2011/2012,34,2012-04-22T00:00:00.000Z,9880,8540,2,2
11652,10257,2011/2012,34,2012-04-22T00:00:00.000Z,9885,8686,4,0
11653,10257,2011/2012,34,2012-04-22T00:00:00.000Z,10233,8551,1,4
11654,10257,2011/2012,34,2012-04-21T00:00:00.000Z,8533,8600,0,0
11655,10257,2011/2012,35,2012-04-28T00:00:00.000Z,8540,8530,1,1
11656,10257,2011/2012,35,2012-04-29T00:00:00.000Z,8636,9880,2,1
11657,10257,2011/2012,35,2012-04-28T00:00:00.000Z,8529,8533,0,0
11658,10257,2011/2012,35,2012-04-29T00:00:00.000Z,8524,8535,2,0
11659,10257,2011/2012,35,2012-04-29T00:00:00.000Z,9857,10233,3,2
11660,10257,2011/2012,35,2012-04-29T00:00:00.000Z,6269,9885,0,4
11661,10257,2011/2012,35,2012-04-29T00:00:00.000Z,8600,8543,2,0
11662,10257,2011/2012,35,2012-04-29T00:00:00.000Z,8551,8564,1,4
11663,10257,2011/2012,35,2012-04-28T00:00:00.000Z,8686,9875,2,2
11664,10257,2011/2012,35,2012-04-29T00:00:00.000Z,9888,10167,1,2
11665,10257,2011/2012,36,2012-05-02T00:00:00.000Z,8564,8524,2,0
11666,10257,2011/2012,36,2012-05-02T00:00:00.000Z,8530,9857,0,1
11667,10257,2011/2012,36,2012-05-02T00:00:00.000Z,10233,8529,2,1
11668,10257,2011/2012,36,2012-05-02T00:00:00.000Z,10167,8636,3,1
11669,10257,2011/2012,36,2012-05-02T00:00:00.000Z,9885,9888,1,1
11670,10257,2011/2012,36,2012-05-02T00:00:00.000Z,8535,6269,2,2
11671,10257,2011/2012,36,2012-05-01T00:00:00.000Z,9875,8540,2,0
11672,10257,2011/2012,36,2012-05-01T00:00:00.000Z,8533,8686,0,0
11673,10257,2011/2012,36,2012-05-02T00:00:00.000Z,8543,8551,1,1
11674,10257,2011/2012,36,2012-05-02T00:00:00.000Z,9880,8600,0,1
11675,10257,2011/2012,37,2012-05-05T00:00:00.000Z,8686,8530,2,2
11676,10257,2011/2012,37,2012-05-06T00:00:00.000Z,6269,9880,3,0
11677,10257,2011/2012,37,2012-05-06T00:00:00.000Z,8540,8533,4,4
11678,10257,2011/2012,37,2012-05-05T00:00:00.000Z,9888,8535,0,1
11679,10257,2011/2012,37,2012-05-06T00:00:00.000Z,8600,10233,2,0
11680,10257,2011/2012,37,2012-05-06T00:00:00.000Z,8529,9885,0,2
11681,10257,2011/2012,37,2012-05-06T00:00:00.000Z,8524,8543,0,2
11682,10257,2011/2012,37,2012-05-06T00:00:00.000Z,8636,8564,4,2
11683,10257,2011/2012,37,2012-05-06T00:00:00.000Z,9857,9875,2,0
11684,10257,2011/2012,37,2012-05-06T00:00:00.000Z,8551,10167,0,2
11685,10257,2011/2012,38,2012-05-13T00:00:00.000Z,9885,8524,3,1
11686,10257,2011/2012,38,2012-05-13T00:00:00.000Z,10167,9857,1,0
11687,10257,2011/2012,38,2012-05-13T00:00:00.000Z,8535,8529,0,0
11688,10257,2011/2012,38,2012-05-13T00:00:00.000Z,8543,8636,3,1
11689,10257,2011/2012,38,2012-05-13T00:00:00.000Z,8533,9888,1,0
11690,10257,2011/2012,38,2012-05-13T00:00:00.000Z,8564,6269,2,1
11691,10257,2011/2012,38,2012-05-13T00:00:00.000Z,10233,8540,2,0
11692,10257,2011/2012,38,2012-05-13T00:00:00.000Z,9880,8686,2,3
11693,10257,2011/2012,38,2012-05-13T00:00:00.000Z,9875,8551,2,1
11694,10257,2011/2012,38,2012-05-13T00:00:00.000Z,8530,8600,0,2
11695,10257,2011/2012,4,2011-09-21T00:00:00.000Z,9880,8543,1,2
11696,10257,2011/2012,4,2011-09-21T00:00:00.000Z,8533,9875,1,0
11697,10257,2011/2012,4,2011-09-21T00:00:00.000Z,8535,10167,3,0
11698,10257,2011/2012,4,2011-09-21T00:00:00.000Z,10233,8530,3,0
11699,10257,2011/2012,4,2011-09-21T00:00:00.000Z,9885,9857,1,1
11700,10257,2011/2012,4,2011-09-21T00:00:00.000Z,9888,8524,1,2
11701,10257,2011/2012,4,2011-09-21T00:00:00.000Z,8564,8600,1,1
11702,10257,2011/2012,4,2011-09-20T00:00:00.000Z,6269,8636,3,1
11703,10257,2011/2012,4,2011-09-21T00:00:00.000Z,8540,8529,3,2
11704,10257,2011/2012,4,2011-09-22T00:00:00.000Z,8686,8551,1,1
11705,10257,2011/2012,5,2011-09-25T00:00:00.000Z,8524,6269,2,1
11706,10257,2011/2012,5,2011-09-24T00:00:00.000Z,9857,8636,1,3
11707,10257,2011/2012,5,2011-09-25T00:00:00.000Z,8529,8600,0,0
11708,10257,2011/2012,5,2011-09-25T00:00:00.000Z,8530,9885,1,1
11709,10257,2011/2012,5,2011-09-25T00:00:00.000Z,8533,10233,2,1
11710,10257,2011/2012,5,2011-09-25T00:00:00.000Z,8543,8540,0,0
11711,10257,2011/2012,5,2011-09-24T00:00:00.000Z,8564,9880,1,0
11712,10257,2011/2012,5,2011-09-24T00:00:00.000Z,9875,8535,0,0
11713,10257,2011/2012,5,2011-09-25T00:00:00.000Z,10167,8686,0,1
11714,10257,2011/2012,5,2011-09-25T00:00:00.000Z,8551,9888,3,0
11715,10257,2011/2012,6,2011-10-02T00:00:00.000Z,9880,8533,0,0
11716,10257,2011/2012,6,2011-10-02T00:00:00.000Z,8535,8543,1,2
11717,10257,2011/2012,6,2011-10-01T00:00:00.000Z,8636,9875,0,3
11718,10257,2011/2012,6,2011-10-02T00:00:00.000Z,9885,8564,2,0
11719,10257,2011/2012,6,2011-10-02T00:00:00.000Z,9888,8529,0,2
11720,10257,2011/2012,6,2011-10-02T00:00:00.000Z,6269,8530,3,3
11721,10257,2011/2012,6,2011-10-02T00:00:00.000Z,8540,8551,2,0
11722,10257,2011/2012,6,2011-10-02T00:00:00.000Z,10167,10233,3,1
11723,10257,2011/2012,6,2011-10-01T00:00:00.000Z,8686,8524,3,1
11724,10257,2011/2012,6,2011-10-02T00:00:00.000Z,8600,9857,2,0
11725,10257,2011/2012,7,2011-10-16T00:00:00.000Z,8524,8600,0,0
11726,10257,2011/2012,7,2011-10-16T00:00:00.000Z,8529,8551,0,0
11727,10257,2011/2012,7,2011-10-15T00:00:00.000Z,8530,8636,2,1
11728,10257,2011/2012,7,2011-10-16T00:00:00.000Z,9880,8535,0,0
11729,10257,2011/2012,7,2011-10-16T00:00:00.000Z,8533,9885,0,0
11730,10257,2011/2012,7,2011-10-16T00:00:00.000Z,10233,9888,0,0
11731,10257,2011/2012,7,2011-10-16T00:00:00.000Z,8543,8686,2,1
11732,10257,2011/2012,7,2011-10-15T00:00:00.000Z,8564,8540,3,0
11733,10257,2011/2012,7,2011-10-15T00:00:00.000Z,9875,10167,1,2
11734,10257,2011/2012,7,2011-10-16T00:00:00.000Z,6269,9857,0,2
11735,10257,2011/2012,8,2011-10-23T00:00:00.000Z,9857,8543,0,2
